day.s,sex,mass_div_100,stage,human_rate_scaled,dog_rate_scaled,lnCort,uid,area,year
18.7,F,9.1,A,0.818,0.667,4.1,R1081,A_area_crow,2021
18.7,M,7.15,A,0.818,0.667,4.4,R1094,A_area_crow,2021
18.8,F,7.9,A,0.818,0.667,3.7,R1227,A_area_crow,2021
20,F,7.6,A,0.818,0.667,3.5,R867,A_area_crow,2021
20,M,3.9,P,0.818,0.667,3.2,R1084,A_area_crow,2021
20.1,M,8.75,A,0.818,0.667,3.7,R1086,A_area_crow,2021
15.4,F,5.6,A,0.84,0.667,2.7,R930,J_tree_crow,2020
16,F,5.5,A,0.84,0.667,3.5,R930,J_tree_crow,2020
16,M,2.55,P,0.84,0.667,3.1,R997,J_tree_crow,2020
16,M,6.7,A,0.84,0.667,3.2,R976,J_tree_crow,2020
16.2,M,7.3,A,0.84,0.667,3.3,R1006,I_tree_crow,2020
16.3,F,2.8,P,0.84,0.667,2.5,R1001,J_tree_crow,2020
16.3,F,2.8,P,0.84,0.667,2.5,R1001,J_tree_crow,2020
17.5,F,5.6,A,0.84,0.667,4.3,R930,J_tree_crow,2020
17.5,F,3.5,P,0.84,0.667,3.4,R1001,J_tree_crow,2020
17.5,F,3.5,P,0.84,0.667,3.4,R1001,J_tree_crow,2020
15.1,F,5.9,A,1,0.688,2.1,R1333,B_area_crow,2024
15.1,M,4.05,P,1,0.688,3.3,R1445,B_area_crow,2024
15.5,F,7,A,1,0.688,4.1,R1251,B_area_crow,2024
15.5,F,3.55,P,1,0.688,2.9,R1446,B_area_crow,2024
15.5,M,8.05,A,1,0.688,3.7,R1343,B_area_crow,2024
15.6,F,6,A,1,0.688,2.6,R1333,B_area_crow,2024
16.2,M,8.1,A,1,0.688,4.3,R1343,B_area_crow,2024
16.3,M,7.8,A,1,0.688,4.1,R1336,B_area_crow,2024
17.6,F,3.85,P,1,0.688,3.7,R1492,B_area_crow,2024
17.6,F,,A,1,0.688,4.2,R1351,H_tree_crow,2024
19.9,M,5.2,P,1,0.688,4.4,R1540,B_area_crow,2024
19.9,F,6.55,A,1,0.688,3.2,R1080,H_tree_crow,2024
20,M,4.3,P,1,0.688,4,R1549,H_tree_crow,2024
15.2,F,7.7,A,0.864,0.714,3.2,R1016_R1261,J_tree_crow,2021
15.2,M,5.8,A,0.864,0.714,4.4,R1086,J_tree_crow,2021
16.5,F,8.65,A,0.864,0.714,3.6,R741_R1232,J_tree_crow,2021
16.5,F,8,A,0.864,0.714,4.1,R1016_R1261,J_tree_crow,2021
9.6,F,7.75,A,0.786,0.741,3.5,R1096_R1259,B_area_crow,2022
9.6,M,6.1,A,0.786,0.741,3.7,R1097,B_area_crow,2022
9.6,F,5.68,A,0.786,0.741,3.1,R952,B_area_crow,2022
13.7,F,7.58,A,0.786,0.741,3.1,R1093,B_area_crow,2022
13.7,M,3.35,P,0.786,0.741,2.9,R1231,B_area_crow,2022
13.7,M,2.9,P,0.786,0.741,3,R1243,B_area_crow,2022
13.7,F,1.7,P,0.786,0.741,3.2,R1242,B_area_crow,2022
13.7,M,2.05,P,0.786,0.741,2.9,R1238,B_area_crow,2022
14,F,7.65,A,0.786,0.741,3.8,R1096_R1259,B_area_crow,2022
14,M,2.35,P,0.786,0.741,2.9,R1234,B_area_crow,2022
14.3,F,3.6,P,0.786,0.741,3.1,R1255,B_area_crow,2022
14.3,F,9.95,A,0.786,0.741,3,R1265,B_area_crow,2022
14.6,M,2.7,P,0.786,0.741,3.2,R1234,B_area_crow,2022
14.6,F,2.8,P,0.786,0.741,3.3,R1251,B_area_crow,2022
15.1,F,3.55,P,0.786,0.741,3.4,R1251,B_area_crow,2022
15.1,F,8.55,A,0.786,0.741,3.4,R1096_R1259,B_area_crow,2022
15.1,M,4.35,P,0.786,0.741,3.6,R1231,B_area_crow,2022
15.1,F,3.6,P,0.786,0.741,4,R1255,B_area_crow,2022
15.1,F,3.85,P,0.786,0.741,4,R1266,B_area_crow,2022
15.1,M,9.2,A,0.786,0.741,4.3,R1299,B_area_crow,2022
15.1,F,1.95,P,0.786,0.741,3.1,R1242,B_area_crow,2022
15.1,F,8.05,A,0.786,0.741,4,R1093,B_area_crow,2022
16.4,F,7.6,A,0.786,0.741,3.6,R952,B_area_crow,2022
16.4,M,5.45,P,0.786,0.741,3.7,R1231,B_area_crow,2022
16.4,M,2.5,P,0.786,0.741,2.4,R1262,B_area_crow,2022
17.8,F,5.4,P,0.786,0.741,3.6,R1255,B_area_crow,2022
17.8,M,8.35,A,0.786,0.741,3.8,R1116_R1300,B_area_crow,2022
17.8,M,9,A,0.786,0.741,3.5,R1173,B_area_crow,2022
17.8,M,6.65,P,0.786,0.741,3.5,R1240,B_area_crow,2022
17.9,F,6.05,P,0.786,0.741,3.7,R1266,B_area_crow,2022
18,M,4.3,P,0.786,0.741,3.8,R1301,B_area_crow,2022
19.2,F,6.1,P,0.786,0.741,3.8,R1255,B_area_crow,2022
19.2,M,7.6,P,0.786,0.741,3.8,R1231,B_area_crow,2022
19.2,M,4.9,P,0.786,0.741,3.8,R1233,B_area_crow,2022
19.2,F,6.7,P,0.786,0.741,4.1,R1266,B_area_crow,2022
19.2,M,8.6,A,0.786,0.741,3.9,R1116_R1300,B_area_crow,2022
19.2,M,7,A,0.786,0.741,3.7,R1094,B_area_crow,2022
19.2,F,5.5,A,0.786,0.741,4,R780,B_area_crow,2022
19.2,F,7.7,A,0.786,0.741,3.8,R1319,B_area_crow,2022
19.3,M,11.1,A,0.786,0.741,3.2,R1173,B_area_crow,2022
19.3,M,7.2,P,0.786,0.741,4.1,R1240,B_area_crow,2022
19.3,F,8.95,A,0.786,0.741,3.2,R952,B_area_crow,2022
19.3,F,6.35,P,0.786,0.741,3.8,R1251,B_area_crow,2022
15.3,F,7.4,A,0.84,0.75,3.3,R952,C_tree_crow,2020
15.4,F,5.55,A,0.84,0.75,3.9,R960,C_tree_crow,2020
15.6,F,4.7,A,0.84,0.75,3.1,R979,C_tree_crow,2020
16,F,7.5,A,0.84,0.75,3.1,R592,C_tree_crow,2020
16,M,7.6,A,0.84,0.75,3.1,R813_R1020,C_tree_crow,2020
16,F,5.55,A,0.84,0.75,3.3,R996,C_tree_crow,2020
16.2,F,7.8,A,0.84,0.75,2.7,R952,C_tree_crow,2020
16.3,F,8.8,A,0.84,0.75,3.2,R888,C_tree_crow,2020
17.4,F,5.9,A,0.84,0.75,4.1,R986,C_tree_crow,2020
17.4,F,7.95,A,0.84,0.75,3.2,R952,C_tree_crow,2020
17.4,M,4.8,P,0.84,0.75,3.8,R983,C_tree_crow,2020
17.5,F,5.5,P,0.84,0.75,3.7,R985,C_tree_crow,2020
18.8,F,5.6,A,0.84,0.75,4.1,R930,C_tree_crow,2020
18.8,F,3.8,P,0.84,0.75,3.6,R1001,C_tree_crow,2020
18.8,F,3.8,P,0.84,0.75,3.6,R1001,C_tree_crow,2020
20.2,F,7.2,P,0.84,0.75,3.9,R985,C_tree_crow,2020
14.4,F,4.55,A,1,0.762,4.4,R1079,C_tree_crow,2021
16.5,M,6.5,A,1,0.762,3.4,R729,C_tree_crow,2021
16.5,F,5.25,P,1,0.762,3.2,R1090,I_tree_crow,2021
13.7,F,5.9,A,0.857,0.778,3.3,R867,A_area_crow,2022
14.6,F,2.05,P,0.857,0.778,3.1,R1242,A_area_crow,2022
14.6,M,2.35,P,0.857,0.778,2.6,R1274,A_area_crow,2022
15.1,M,4.3,P,0.857,0.778,3.5,R1243,A_area_crow,2022
15.1,M,2.9,P,0.857,0.778,3.1,R1238,A_area_crow,2022
15.1,M,3.1,P,0.857,0.778,3.8,R1234,A_area_crow,2022
16.4,F,6.2,A,0.857,0.778,4.2,R617_R875,A_area_crow,2022
